customerID,gender,age,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,DataUsage,VoiceCalls,SMSCount,AverageChargesPerMonth
471,Male,50,0,Yes,Yes,45,No,No,DSL,No,No,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer,74.21,3339.45,No,10.6,2690,14,74.21
472,Female,42,0,No,Yes,4,No,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Two year,No,Mailed check,89.48,357.92,Yes,40.6,292,411,89.48
473,Male,34,0,No,Yes,26,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,31.76,825.76,Yes,38.7,2768,268,31.76
474,Female,50,0,Yes,No,27,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card,100.06,2701.62,Yes,7.3,1404,113,100.06
475,Male,64,0,Yes,No,46,No,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer,79.16,3641.36,No,23.2,1648,251,79.16
476,Female,72,1,No,Yes,64,No,No phone service,DSL,No,No,No,No,No internet service,Yes,Two year,Yes,Mailed check,113.68,7275.52,No,38.7,2803,499,113.68
477,Male,19,0,No,Yes,51,No,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Credit card,52.37,2670.87,Yes,16.9,2213,373,52.37
478,Female,31,0,No,Yes,50,No,No phone service,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,29.12,1456,No,31.7,2816,141,29.12
479,Male,70,1,No,No,6,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer,69.15,414.9,Yes,2.5,1241,113,69.15
480,Female,57,0,Yes,Yes,59,No,No phone service,No,No internet service,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer,26.87,1585.33,No,30.4,2918,449,26.87
481,Female,57,0,No,Yes,15,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.69,1735.35,Yes,7.6,1075,289,115.69
482,Female,68,1,No,No,30,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,22.14,664.2,No,41.5,1397,482,22.14
483,Male,56,0,Yes,No,42,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Credit card,93.98,3947.16,Yes,17.8,1693,356,93.98
484,Female,68,1,No,Yes,37,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,71.02,2627.74,No,14.1,2614,24,71.02
485,Male,23,0,Yes,Yes,42,No,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No,Two year,No,Mailed check,55.3,2322.6,No,42,1037,367,55.3
486,Female,23,0,No,Yes,35,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,24.87,870.45,Yes,2.5,1363,309,24.87
487,Male,20,0,No,No,6,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,80.78,484.68,No,19.8,2649,254,80.78
488,Female,24,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,77.06,5240.08,No,18.5,1562,462,77.06
489,Male,68,1,Yes,Yes,18,No,Yes,No,Yes,Yes,No internet service,No,Yes,No internet service,One year,Yes,Credit card,46.48,836.64,No,14.2,1112,267,46.48
490,Male,25,0,No,Yes,29,No,No phone service,Fiber optic,No,No internet service,No,No,No,No,One year,No,Credit card,109.73,3182.17,No,45.6,2952,125,109.73
491,Female,59,0,No,No,59,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer,48.81,2879.79,No,37.5,2088,392,48.81
492,Male,69,1,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,63.45,2982.15,No,3.2,1291,249,63.45
493,Male,32,0,Yes,Yes,17,No,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card,72.9,1239.3,No,35.7,1161,286,72.9
494,Female,64,0,No,Yes,22,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card,28.32,623.04,No,26.4,1029,333,28.32
495,Male,46,0,Yes,No,68,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,111.93,7611.24,Yes,45,241,476,111.93
496,Male,50,0,Yes,No,69,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,55.89,3856.41,No,15.6,161,52,55.89
497,Male,69,1,No,No,37,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,Yes,Credit card,26.37,975.69,Yes,28.7,2739,367,26.37
498,Female,47,0,Yes,No,49,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,57.17,2801.33,No,25,2856,42,57.17
499,Male,56,0,No,No,13,No,No,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,78.57,1021.41,Yes,24.5,978,165,78.57
500,Female,44,0,No,No,34,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Credit card,69.87,2375.58,No,22.8,517,41,69.87
501,Male,53,0,No,No,53,No,No,No,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,88.05,4666.65,Yes,10.3,897,379,88.05
502,Male,46,0,No,No,51,No,No,No,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,23.83,1215.33,Yes,37.8,782,455,23.83
503,Male,55,0,No,No,3,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,46.85,140.55,No,22.6,2831,175,46.85
504,Female,74,1,Yes,Yes,42,Yes,No,No,No internet service,Yes,No internet service,No,Yes,Yes,One year,No,Credit card,100.58,4224.36,Yes,47.9,1179,66,100.58
505,Male,50,0,Yes,Yes,32,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,26.28,840.96,No,13,84,65,26.28
506,Male,78,1,No,Yes,51,No,No phone service,No,Yes,No internet service,No internet service,No,Yes,No internet service,One year,No,Mailed check,104.23,5315.73,No,34.1,1735,399,104.23
507,Female,54,0,No,No,46,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card,27.49,1264.54,Yes,47,1033,82,27.49
508,Male,44,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,One year,No,Bank transfer,102.11,2144.31,No,33.2,137,349,102.11
509,Female,72,1,Yes,No,44,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card,54.51,2398.44,Yes,43.6,753,104,54.51
510,Female,50,0,Yes,No,11,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer,79.78,877.58,Yes,41.4,2953,399,79.78
511,Male,79,1,Yes,Yes,68,No,No phone service,No,No,Yes,No,No,No,Yes,One year,No,Mailed check,33.62,2286.16,No,18,712,286,33.62
512,Female,21,0,No,No,1,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,24.9,24.9,No,30,2203,373,24.9
513,Male,39,0,No,Yes,63,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,39.95,2516.85,No,7.8,2455,185,39.95
514,Female,19,0,Yes,Yes,24,No,No phone service,No,No,No,Yes,Yes,No,No,One year,No,Credit card,31.1,746.4,No,26.8,2834,283,31.1
515,Female,27,0,No,Yes,13,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer,49.65,645.45,No,11.5,579,3,49.65
516,Male,22,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,One year,No,Electronic check,69.95,769.45,Yes,37.2,553,137,69.95
517,Female,76,1,No,Yes,51,No,No,No,No,No,No internet service,Yes,No internet service,No,One year,No,Credit card,77.42,3948.42,Yes,26.4,395,178,77.42
518,Female,27,0,Yes,No,17,No,No phone service,No,No,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,97.63,1659.71,No,20.6,1937,236,97.63
519,Female,50,0,No,Yes,24,Yes,No,No,Yes,Yes,No,No internet service,No,No,Two year,No,Electronic check,84.2,2020.8,No,13.4,1686,17,84.2
520,Female,71,1,Yes,Yes,19,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Credit card,79.43,1509.17,No,49.9,1619,302,79.43
521,Female,55,0,Yes,Yes,37,No,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,59.63,2206.31,Yes,3.6,1157,415,59.63
522,Male,30,0,No,No,8,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card,65.87,526.96,Yes,2.2,1332,413,65.87
523,Female,48,0,Yes,No,28,No,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Credit card,59.91,1677.48,Yes,10.9,1889,419,59.91
524,Male,64,0,No,No,5,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,102.89,514.45,No,48.6,809,8,102.89
525,Female,53,0,No,Yes,17,Yes,No phone service,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,41.37,703.29,No,49,2589,419,41.37
526,Male,62,0,Yes,Yes,36,No,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card,18.82,677.52,Yes,32.7,169,28,18.82
527,Male,41,0,No,No,19,No,No,Fiber optic,Yes,Yes,No,No,No internet service,No,One year,Yes,Electronic check,83.71,1590.49,No,44,2337,143,83.71
528,Female,69,1,No,No,64,No,Yes,No,Yes,No internet service,No,No,No,No internet service,One year,Yes,Credit card,38.6,2470.4,No,10.7,739,347,38.6
529,Female,73,1,No,No,11,No,No,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,Yes,Credit card,107.71,1184.81,Yes,48.6,1841,148,107.71
530,Female,32,0,No,No,54,No,No,DSL,No internet service,Yes,No internet service,Yes,No,No,One year,Yes,Electronic check,104.58,5647.32,Yes,7.1,2635,63,104.58
531,Male,46,0,No,No,45,No,No phone service,DSL,Yes,No internet service,No,No,No internet service,No,One year,Yes,Mailed check,25.96,1168.2,No,5.1,2782,366,25.96
532,Female,25,0,Yes,No,47,No,No,DSL,No internet service,No,Yes,No,Yes,No,Two year,Yes,Bank transfer,28.94,1360.18,Yes,5.6,456,449,28.94
533,Male,22,0,No,Yes,12,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer,68.01,816.12,No,28.7,2748,379,68.01
534,Male,46,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,79.48,1669.08,Yes,39,1325,186,79.48
535,Male,64,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Two year,No,Mailed check,45.88,504.68,Yes,18.3,2093,365,45.88
536,Female,21,0,No,Yes,5,No,No,No,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card,90.29,451.45,No,48.9,1601,226,90.29
537,Female,29,0,No,No,56,No,Yes,Fiber optic,No,No,No,No,No,No internet service,Two year,No,Credit card,78.04,4370.24,No,21.7,1383,117,78.04
538,Male,62,0,Yes,No,20,No,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Credit card,50.89,1017.8,Yes,7.5,1284,411,50.89
539,Male,19,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card,20.8,852.8,No,23.3,1146,438,20.8
540,Female,44,0,Yes,No,46,No,Yes,No,No,No internet service,No,No internet service,Yes,Yes,One year,No,Credit card,93.64,4307.44,Yes,34,230,355,93.64
541,Male,48,0,Yes,No,12,No,No,DSL,No,No,No,No internet service,No internet service,No internet service,One year,No,Electronic check,39.83,477.96,No,41.6,2997,253,39.83
542,Female,68,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card,102.11,7147.7,Yes,22.9,2684,30,102.11
543,Male,68,1,Yes,Yes,17,No,No phone service,No,Yes,No,Yes,No,No internet service,Yes,Two year,No,Credit card,60.49,1028.33,Yes,29.7,111,160,60.49
544,Female,53,0,No,Yes,19,Yes,No,No,No internet service,No internet service,Yes,No,Yes,No,Two year,Yes,Mailed check,76.25,1448.75,Yes,13.4,592,214,76.25
545,Male,53,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card,105.98,2755.48,No,32.3,2906,443,105.98
546,Female,43,0,Yes,Yes,48,No,No,DSL,No,No,No internet service,No,Yes,No,Two year,Yes,Bank transfer,105.04,5041.92,Yes,49.3,2438,168,105.04
547,Male,60,0,No,No,52,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,55.59,2890.68,Yes,2.5,2439,80,55.59
548,Female,44,0,No,Yes,70,No,No,No,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,39.24,2746.8,Yes,44.3,2375,45,39.24
549,Female,22,0,No,Yes,55,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Electronic check,96.15,5288.25,Yes,28.1,1238,48,96.15
550,Male,37,0,Yes,Yes,33,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer,61.77,2038.41,No,12.6,1887,448,61.77
551,Male,28,0,No,No,62,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,37.55,2328.1,No,47.7,2794,297,37.55
552,Female,79,1,No,No,23,No,No,No,No internet service,No,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,109.14,2510.22,Yes,24.2,2414,406,109.14
553,Male,27,0,Yes,Yes,15,No,Yes,No,Yes,Yes,Yes,Yes,No internet service,No,One year,No,Bank transfer,38.16,572.4,Yes,16.6,2129,367,38.16
554,Female,57,0,No,Yes,27,No,No,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,20.84,562.68,No,9.1,2853,282,20.84
555,Male,55,0,No,Yes,64,No,Yes,DSL,No,No,No,Yes,No,No internet service,Two year,Yes,Credit card,20.29,1298.56,Yes,12.2,2869,472,20.29
556,Female,23,0,No,No,51,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer,80.79,4120.29,No,41.6,1099,415,80.79
557,Female,25,0,No,Yes,53,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Credit card,84.75,4491.75,Yes,30.7,1526,466,84.75
558,Female,40,0,Yes,No,51,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Two year,No,Mailed check,49.51,2525.01,No,45.7,1969,87,49.51
559,Female,64,0,No,Yes,47,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Two year,No,Bank transfer,50.41,2369.27,Yes,11.6,951,120,50.41
560,Female,43,0,No,Yes,4,No,No,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card,52.37,209.48,No,6.1,1502,2,52.37
561,Female,63,0,Yes,Yes,7,No,Yes,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,86.61,606.27,No,0.3,371,315,86.61
562,Male,60,0,No,Yes,35,No,No phone service,DSL,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,24.09,843.15,No,25.4,2311,459,24.09
563,Male,29,0,Yes,Yes,48,Yes,No,No,No,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Credit card,111.63,5358.24,Yes,49.9,109,226,111.63
564,Male,43,0,No,Yes,72,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No,Yes,One year,No,Bank transfer,40.61,2923.92,No,34.7,2354,78,40.61
565,Female,30,0,Yes,No,45,No,No phone service,No,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,118.72,5342.4,No,15.4,1223,144,118.72
566,Female,57,0,Yes,Yes,72,No,No,Fiber optic,No,Yes,Yes,No,No internet service,No,One year,Yes,Mailed check,35.49,2555.28,Yes,43.8,225,241,35.49
567,Female,79,1,Yes,No,19,Yes,No,No,No,No,No,No internet service,No,No internet service,Two year,No,Credit card,95.79,1820.01,Yes,39.1,2232,31,95.79
568,Female,35,0,Yes,Yes,63,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,40.7,2564.1,Yes,0.8,30,262,40.7
569,Male,42,0,No,Yes,38,Yes,Yes,No,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Mailed check,26.38,1002.44,Yes,40.8,613,210,26.38
570,Male,50,0,Yes,No,67,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No,One year,Yes,Electronic check,106.18,7114.06,No,15,1794,70,106.18
571,Female,64,0,No,Yes,59,Yes,No phone service,No,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,104.55,6168.45,Yes,7.5,98,383,104.55
572,Male,57,0,Yes,No,69,No,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card,58.81,4057.89,Yes,11.3,1362,196,58.81
573,Male,77,1,Yes,No,13,No,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer,88.84,1154.92,Yes,23.4,810,57,88.84
574,Female,60,0,Yes,Yes,47,Yes,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.24,3489.28,Yes,21.2,1820,423,74.24
575,Male,29,0,No,No,61,No,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,103.97,6342.17,Yes,14.4,2699,468,103.97
576,Female,61,0,Yes,No,31,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.91,1547.21,Yes,8.6,813,111,49.91
577,Male,53,0,No,Yes,22,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,70.88,1559.36,Yes,38.1,1821,47,70.88
578,Female,65,1,No,No,43,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,67.03,2882.29,No,49.5,1019,434,67.03
579,Female,21,0,No,Yes,67,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer,53.82,3605.94,No,38.9,2135,184,53.82
580,Female,22,0,No,Yes,54,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Bank transfer,107.84,5823.36,No,14.8,1086,366,107.84
581,Female,73,1,No,Yes,10,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,34.92,349.2,No,12.2,921,326,34.92
582,Male,54,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer,33.28,1397.76,No,10.9,1410,164,33.28
583,Female,25,0,No,No,64,No,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,76.23,4878.72,Yes,6.8,1482,214,76.23
584,Female,59,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer,84.33,1770.93,Yes,27.6,2633,330,84.33
585,Female,66,1,No,Yes,66,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,37.81,2495.46,Yes,30.3,2865,329,37.81
586,Male,45,0,Yes,No,41,No,No,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,57.52,2358.32,Yes,35.3,2979,120,57.52
587,Female,48,0,Yes,Yes,24,No,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Two year,Yes,Credit card,113.38,2721.12,No,34,1659,212,113.38
588,Male,75,1,Yes,Yes,35,No,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No,Two year,No,Mailed check,43.04,1506.4,No,14.6,1917,310,43.04
589,Female,26,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,One year,No,Credit card,85.42,4783.52,Yes,16.5,796,40,85.42
590,Male,71,1,Yes,No,30,No,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,Yes,Mailed check,92.64,2779.2,Yes,34.1,1957,352,92.64
591,Male,68,1,No,No,57,No,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer,63.29,3607.53,No,17.5,1012,403,63.29
592,Female,46,0,No,No,47,Yes,No,DSL,No,No,Yes,No,No,No internet service,Two year,Yes,Credit card,112.47,5286.09,No,10.6,2680,288,112.47
593,Male,31,0,No,No,35,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Two year,Yes,Bank transfer,92.28,3229.8,No,18.7,345,167,92.28
594,Female,57,0,No,No,19,Yes,No phone service,No,No,No internet service,No,No,No,No,Two year,No,Mailed check,64.27,1221.13,Yes,13.6,723,482,64.27
595,Female,58,0,No,No,8,Yes,No phone service,No,Yes,No,No internet service,No,No internet service,No,One year,Yes,Credit card,75.47,603.76,Yes,4.4,2948,33,75.47
596,Female,39,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Electronic check,87.86,2284.36,No,41.5,1101,317,87.86
597,Male,28,0,No,No,71,No,Yes,DSL,No,No,Yes,No internet service,No internet service,No,One year,No,Bank transfer,77.77,5521.67,No,42.7,1388,483,77.77
598,Male,40,0,Yes,No,30,No,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,106.56,3196.8,Yes,11,1037,474,106.56
599,Female,18,0,Yes,No,7,No,No,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card,54.12,378.84,Yes,3.2,135,274,54.12
600,Female,63,0,Yes,Yes,67,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,48.39,3242.13,Yes,36.9,1327,426,48.39
601,Male,54,0,Yes,Yes,65,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card,39.74,2583.1,Yes,10.6,2444,196,39.74
602,Female,38,0,No,No,36,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer,22.05,793.8,No,19.7,791,190,22.05
603,Female,43,0,No,No,25,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer,22.57,564.25,No,3.2,78,220,22.57
604,Female,63,0,No,No,37,No,No,No,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer,105.69,3910.53,No,11.3,1778,9,105.69
605,Male,53,0,Yes,Yes,1,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Credit card,86.43,86.43,Yes,39.6,704,119,86.43
606,Male,71,1,No,Yes,15,No,No phone service,No,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Credit card,84.63,1269.45,Yes,40.2,981,122,84.63
607,Male,40,0,No,No,37,Yes,No,No,No,No,No,No internet service,Yes,No,One year,Yes,Bank transfer,80.02,2960.74,Yes,10.4,1441,246,80.02
608,Female,74,1,No,Yes,13,No,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,103.6,1346.8,No,16.8,1265,359,103.6
609,Female,18,0,Yes,No,8,No,No phone service,No,No,No internet service,No,No,No internet service,Yes,Two year,No,Electronic check,66.52,532.16,No,6.7,1074,396,66.52
610,Female,71,1,No,Yes,5,No,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,105.73,528.65,No,3.7,743,220,105.73
611,Male,72,1,Yes,Yes,60,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No,Two year,Yes,Mailed check,54.37,3262.2,Yes,49.6,2431,260,54.37
612,Female,68,1,Yes,No,1,No,No phone service,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,111.38,111.38,Yes,32.8,374,57,111.38
613,Female,57,0,Yes,No,36,No,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Two year,No,Credit card,88.47,3184.92,No,27.1,1753,314,88.47
614,Female,32,0,Yes,No,35,Yes,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,44.1,1543.5,Yes,38.3,2253,459,44.1
615,Female,38,0,No,No,66,No,No phone service,No,Yes,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card,74.94,4946.04,No,42,2536,127,74.94
616,Male,64,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,71.82,4524.66,No,40.3,1991,186,71.82
617,Male,26,0,Yes,Yes,23,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Two year,No,Credit card,32.11,738.53,No,0.8,2928,204,32.11
618,Female,70,1,No,Yes,9,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card,77.67,699.03,No,9.3,1334,85,77.67
619,Male,26,0,No,No,34,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,49.89,1696.26,Yes,32.7,2679,103,49.89
620,Male,27,0,Yes,Yes,46,Yes,No,No,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,23.51,1081.46,Yes,18.8,591,142,23.51
621,Female,69,1,No,No,4,No,No,No,No internet service,Yes,No internet service,Yes,No,Yes,One year,Yes,Bank transfer,113.59,454.36,Yes,49.1,1065,204,113.59
622,Female,74,1,Yes,Yes,30,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,One year,Yes,Credit card,82.72,2481.6,Yes,33.3,532,128,82.72
623,Male,70,1,Yes,No,72,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,106.38,7659.36,Yes,47.8,2569,245,106.38
624,Female,43,0,Yes,No,3,Yes,No phone service,No,No internet service,No,No,No internet service,No internet service,No,Two year,No,Electronic check,86.19,258.57,Yes,10.1,2872,37,86.19
625,Male,58,0,Yes,Yes,14,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,54.13,757.82,No,43.2,1176,362,54.13
626,Female,52,0,No,No,60,No,No,No,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer,69.78,4186.8,Yes,16.1,1335,108,69.78
627,Male,69,1,Yes,No,45,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,One year,Yes,Bank transfer,86.16,3877.2,Yes,49.5,1317,308,86.16
628,Female,42,0,No,Yes,34,No,No phone service,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,114.76,3901.84,Yes,7.9,597,51,114.76
